Total Nacional, Comunidad Autónoma y Provincia;Nacionalidad;Periodo;Total
07 Castilla y León;De Centro América y Caribe;2022;3.045
07 Castilla y León;De Centro América y Caribe;2021;1.903
07 Castilla y León;Cuba;2022;679
07 Castilla y León;Cuba;2021;366
07 Castilla y León;Honduras;2022;1.071
07 Castilla y León;Honduras;2021;586
07 Castilla y León;Nicaragua;2022;193
07 Castilla y León;Nicaragua;2021;79
07 Castilla y León;República Dominicana;2022;649
07 Castilla y León;República Dominicana;2021;566
07 Castilla y León;Otro país de Centro América y Caribe;2022;453
07 Castilla y León;Otro país de Centro América y Caribe;2021;306
07 Castilla y León;De Sudamérica;2022;15.982
07 Castilla y León;De Sudamérica;2021;6.456
07 Castilla y León;Argentina;2022;688
07 Castilla y León;Argentina;2021;365
07 Castilla y León;Bolivia;2022;157
07 Castilla y León;Bolivia;2021;128
07 Castilla y León;Brasil;2022;872
07 Castilla y León;Brasil;2021;600
07 Castilla y León;Colombia;2022;6.910
07 Castilla y León;Colombia;2021;2.460
07 Castilla y León;Chile;2022;186
07 Castilla y León;Chile;2021;113
07 Castilla y León;Ecuador;2022;492
07 Castilla y León;Ecuador;2021;313
07 Castilla y León;Paraguay;2022;551
07 Castilla y León;Paraguay;2021;225
07 Castilla y León;Perú;2022;2.664
07 Castilla y León;Perú;2021;903
07 Castilla y León;Uruguay;2022;66
07 Castilla y León;Uruguay;2021;48
07 Castilla y León;Venezuela;2022;3.396
07 Castilla y León;Venezuela;2021;1.300
07 Castilla y León;Otro país de Sudamérica;2022;0
07 Castilla y León;Otro país de Sudamérica;2021;1
07 Castilla y León;De Asia;2022;1.061
07 Castilla y León;De Asia;2021;1.167
07 Castilla y León;Bangladesh;2022;25
07 Castilla y León;Bangladesh;2021;32
07 Castilla y León;China;2022;259
07 Castilla y León;China;2021;313
07 Castilla y León;Filipinas;2022;23
07 Castilla y León;Filipinas;2021;22
07 Castilla y León;India;2022;81
07 Castilla y León;India;2021;83
07 Castilla y León;Pakistán;2022;197
07 Castilla y León;Pakistán;2021;182
07 Castilla y León;Otro país de Asia;2022;476
07 Castilla y León;Otro país de Asia;2021;535
07 Castilla y León;De Oceanía;2022;27
07 Castilla y León;De Oceanía;2021;13
07 Castilla y León;Apátridas;2022;8
07 Castilla y León;Apátridas;2021;16
05 Ávila;Total;2022;3.779
05 Ávila;Total;2021;2.347
05 Ávila;Española;2022;622
05 Ávila;Española;2021;553
05 Ávila;UE27_2020 sin España;2022;347
05 Ávila;UE27_2020 sin España;2021;395
05 Ávila;Bélgica;2022;3
05 Ávila;Bélgica;2021;1
05 Ávila;Bulgaria;2022;52
05 Ávila;Bulgaria;2021;51
05 Ávila;Dinamarca;2022;0
05 Ávila;Dinamarca;2021;2
05 Ávila;Finlandia;2022;0
05 Ávila;Finlandia;2021;0
05 Ávila;Francia;2022;14
05 Ávila;Francia;2021;17
05 Ávila;Irlanda;2022;1
05 Ávila;Irlanda;2021;3
05 Ávila;Italia;2022;19
05 Ávila;Italia;2021;25
05 Ávila;Países Bajos;2022;8
05 Ávila;Países Bajos;2021;7
05 Ávila;Polonia;2022;10
05 Ávila;Polonia;2021;20
05 Ávila;Portugal;2022;11
05 Ávila;Portugal;2021;12
05 Ávila;Alemania;2022;7
05 Ávila;Alemania;2021;14
05 Ávila;Rumanía;2022;211
05 Ávila;Rumanía;2021;237
05 Ávila;Suecia;2022;1
05 Ávila;Suecia;2021;2
05 Ávila;Lituania;2022;1
05 Ávila;Lituania;2021;1
05 Ávila;Otro país de la Unión Europea sin España;2022;9
05 Ávila;Otro país de la Unión Europea sin España;2021;3
05 Ávila;Europa menos UE27_2020;2022;287
05 Ávila;Europa menos UE27_2020;2021;41
05 Ávila;Noruega;2022;0
05 Ávila;Noruega;2021;0
05 Ávila;Reino Unido;2022;10
05 Ávila;Reino Unido;2021;12
05 Ávila;Suiza;2022;1
05 Ávila;Suiza;2021;0
05 Ávila;Ucrania;2022;250
05 Ávila;Ucrania;2021;16
05 Ávila;Moldavia;2022;4
05 Ávila;Moldavia;2021;2
05 Ávila;Rusia;2022;14
05 Ávila;Rusia;2021;8
05 Ávila;Otro país del resto de Europa;2022;8
05 Ávila;Otro país del resto de Europa;2021;3
05 Ávila;De Africa;2022;687
05 Ávila;De Africa;2021;540
05 Ávila;Argelia;2022;17
05 Ávila;Argelia;2021;20
05 Ávila;Gambia;2022;1
05 Ávila;Gambia;2021;0
05 Ávila;Ghana;2022;2
05 Ávila;Ghana;2021;1
05 Ávila;Guinea;2022;1
05 Ávila;Guinea;2021;5
05 Ávila;Guinea Ecuatorial;2022;4
05 Ávila;Guinea Ecuatorial;2021;1
05 Ávila;Mali;2022;8
05 Ávila;Mali;2021;12
05 Ávila;Marruecos;2022;630
05 Ávila;Marruecos;2021;483
05 Ávila;Mauritania;2022;4
05 Ávila;Mauritania;2021;1
05 Ávila;Nigeria;2022;1
05 Ávila;Nigeria;2021;1
05 Ávila;Senegal;2022;11
05 Ávila;Senegal;2021;11
05 Ávila;Otro país de África;2022;8
05 Ávila;Otro país de África;2021;5
05 Ávila;América del Norte;2022;38
05 Ávila;América del Norte;2021;27
05 Ávila;Estados Unidos de América;2022;17
05 Ávila;Estados Unidos de América;2021;10
05 Ávila;México;2022;18
05 Ávila;México;2021;17
05 Ávila;Canadá;2022;3
05 Ávila;Canadá;2021;0
05 Ávila;De Centro América y Caribe;2022;234
05 Ávila;De Centro América y Caribe;2021;170
05 Ávila;Cuba;2022;63
05 Ávila;Cuba;2021;31
05 Ávila;Honduras;2022;50
05 Ávila;Honduras;2021;31
05 Ávila;Nicaragua;2022;12
05 Ávila;Nicaragua;2021;14
05 Ávila;República Dominicana;2022;52
05 Ávila;República Dominicana;2021;41
05 Ávila;Otro país de Centro América y Caribe;2022;57
05 Ávila;Otro país de Centro América y Caribe;2021;53
05 Ávila;De Sudamérica;2022;1.495
05 Ávila;De Sudamérica;2021;541
05 Ávila;Argentina;2022;43
05 Ávila;Argentina;2021;35
05 Ávila;Bolivia;2022;20
05 Ávila;Bolivia;2021;21
05 Ávila;Brasil;2022;38
05 Ávila;Brasil;2021;29
05 Ávila;Colombia;2022;664
05 Ávila;Colombia;2021;218
05 Ávila;Chile;2022;17
05 Ávila;Chile;2021;12
05 Ávila;Ecuador;2022;33
05 Ávila;Ecuador;2021;20
05 Ávila;Paraguay;2022;45
05 Ávila;Paraguay;2021;14
05 Ávila;Perú;2022;322
05 Ávila;Perú;2021;85
05 Ávila;Uruguay;2022;11
05 Ávila;Uruguay;2021;13
05 Ávila;Venezuela;2022;302
05 Ávila;Venezuela;2021;94
05 Ávila;Otro país de Sudamérica;2022;0
05 Ávila;Otro país de Sudamérica;2021;0
05 Ávila;De Asia;2022;67
05 Ávila;De Asia;2021;78
05 Ávila;Bangladesh;2022;2
05 Ávila;Bangladesh;2021;7
05 Ávila;China;2022;31
05 Ávila;China;2021;41
05 Ávila;Filipinas;2022;4
05 Ávila;Filipinas;2021;1
05 Ávila;India;2022;3
05 Ávila;India;2021;6
05 Ávila;Pakistán;2022;5
05 Ávila;Pakistán;2021;3
05 Ávila;Otro país de Asia;2022;22
05 Ávila;Otro país de Asia;2021;20
05 Ávila;De Oceanía;2022;1
05 Ávila;De Oceanía;2021;2
05 Ávila;Apátridas;2022;1
05 Ávila;Apátridas;2021;0
09 Burgos;Total;2022;6.749
09 Burgos;Total;2021;4.252
09 Burgos;Española;2022;636
09 Burgos;Española;2021;664
09 Burgos;UE27_2020 sin España;2022;1.063
09 Burgos;UE27_2020 sin España;2021;983
09 Burgos;Bélgica;2022;2
09 Burgos;Bélgica;2021;4
09 Burgos;Bulgaria;2022;281
09 Burgos;Bulgaria;2021;244
09 Burgos;Dinamarca;2022;1
09 Burgos;Dinamarca;2021;2
09 Burgos;Finlandia;2022;1
09 Burgos;Finlandia;2021;0
09 Burgos;Francia;2022;46
09 Burgos;Francia;2021;24
09 Burgos;Irlanda;2022;8
09 Burgos;Irlanda;2021;6
09 Burgos;Italia;2022;93
09 Burgos;Italia;2021;88
09 Burgos;Países Bajos;2022;9
09 Burgos;Países Bajos;2021;6
09 Burgos;Polonia;2022;12
09 Burgos;Polonia;2021;8
09 Burgos;Portugal;2022;134
09 Burgos;Portugal;2021;138
09 Burgos;Alemania;2022;17
09 Burgos;Alemania;2021;10
09 Burgos;Rumanía;2022;434
09 Burgos;Rumanía;2021;430
09 Burgos;Suecia;2022;3
09 Burgos;Suecia;2021;6
09 Burgos;Lituania;2022;2
09 Burgos;Lituania;2021;3
09 Burgos;Otro país de la Unión Europea sin España;2022;20
09 Burgos;Otro país de la Unión Europea sin España;2021;14
09 Burgos;Europa menos UE27_2020;2022;568
09 Burgos;Europa menos UE27_2020;2021;143
09 Burgos;Noruega;2022;1
09 Burgos;Noruega;2021;1
09 Burgos;Reino Unido;2022;30
09 Burgos;Reino Unido;2021;22
09 Burgos;Suiza;2022;1
09 Burgos;Suiza;2021;2
09 Burgos;Ucrania;2022;421
09 Burgos;Ucrania;2021;27
09 Burgos;Moldavia;2022;13
09 Burgos;Moldavia;2021;9
09 Burgos;Rusia;2022;16
09 Burgos;Rusia;2021;12
09 Burgos;Otro país del resto de Europa;2022;86
09 Burgos;Otro país del resto de Europa;2021;70
09 Burgos;De Africa;2022;803
09 Burgos;De Africa;2021;781
09 Burgos;Argelia;2022;69
09 Burgos;Argelia;2021;63
09 Burgos;Gambia;2022;3
09 Burgos;Gambia;2021;24
09 Burgos;Ghana;2022;35
09 Burgos;Ghana;2021;32
09 Burgos;Guinea;2022;8
09 Burgos;Guinea;2021;8
09 Burgos;Guinea Ecuatorial;2022;9
09 Burgos;Guinea Ecuatorial;2021;7
09 Burgos;Mali;2022;23
09 Burgos;Mali;2021;29
09 Burgos;Marruecos;2022;528
09 Burgos;Marruecos;2021;516
09 Burgos;Mauritania;2022;8
09 Burgos;Mauritania;2021;5
09 Burgos;Nigeria;2022;13
09 Burgos;Nigeria;2021;7
09 Burgos;Senegal;2022;43
09 Burgos;Senegal;2021;53
09 Burgos;Otro país de África;2022;64
09 Burgos;Otro país de África;2021;37
09 Burgos;América del Norte;2022;78
09 Burgos;América del Norte;2021;68
09 Burgos;Estados Unidos de América;2022;26
09 Burgos;Estados Unidos de América;2021;37
09 Burgos;México;2022;49
09 Burgos;México;2021;28
09 Burgos;Canadá;2022;3
09 Burgos;Canadá;2021;3
09 Burgos;De Centro América y Caribe;2022;521
09 Burgos;De Centro América y Caribe;2021;271
09 Burgos;Cuba;2022;71
09 Burgos;Cuba;2021;50
09 Burgos;Honduras;2022;216
09 Burgos;Honduras;2021;99
09 Burgos;Nicaragua;2022;68
09 Burgos;Nicaragua;2021;19
09 Burgos;República Dominicana;2022;87
09 Burgos;República Dominicana;2021;76
09 Burgos;Otro país de Centro América y Caribe;2022;79
09 Burgos;Otro país de Centro América y Caribe;2021;27
09 Burgos;De Sudamérica;2022;2.892
09 Burgos;De Sudamérica;2021;1.156
09 Burgos;Argentina;2022;79
09 Burgos;Argentina;2021;54
09 Burgos;Bolivia;2022;21
09 Burgos;Bolivia;2021;6
09 Burgos;Brasil;2022;152
09 Burgos;Brasil;2021;101
09 Burgos;Colombia;2022;1.524
09 Burgos;Colombia;2021;550
09 Burgos;Chile;2022;33
09 Burgos;Chile;2021;14
09 Burgos;Ecuador;2022;150
09 Burgos;Ecuador;2021;79
09 Burgos;Paraguay;2022;75
09 Burgos;Paraguay;2021;49
09 Burgos;Perú;2022;288
09 Burgos;Perú;2021;98
09 Burgos;Uruguay;2022;21
09 Burgos;Uruguay;2021;4
09 Burgos;Venezuela;2022;549
09 Burgos;Venezuela;2021;201
09 Burgos;Otro país de Sudamérica;2022;0
09 Burgos;Otro país de Sudamérica;2021;0
09 Burgos;De Asia;2022;185
09 Burgos;De Asia;2021;184
09 Burgos;Bangladesh;2022;1
09 Burgos;Bangladesh;2021;0
09 Burgos;China;2022;28
09 Burgos;China;2021;18
09 Burgos;Filipinas;2022;7
09 Burgos;Filipinas;2021;3
09 Burgos;India;2022;9
09 Burgos;India;2021;13
09 Burgos;Pakistán;2022;74
09 Burgos;Pakistán;2021;80
09 Burgos;Otro país de Asia;2022;66
09 Burgos;Otro país de Asia;2021;70
09 Burgos;De Oceanía;2022;3
09 Burgos;De Oceanía;2021;0
09 Burgos;Apátridas;2022;0
09 Burgos;Apátridas;2021;2
24 León;Total;2022;5.761
24 León;Total;2021;3.521
24 León;Española;2022;933
24 León;Española;2021;760
24 León;UE27_2020 sin España;2022;582
24 León;UE27_2020 sin España;2021;598
24 León;Bélgica;2022;8
24 León;Bélgica;2021;7
24 León;Bulgaria;2022;122
24 León;Bulgaria;2021;162
24 León;Dinamarca;2022;1
24 León;Dinamarca;2021;0
24 León;Finlandia;2022;1
24 León;Finlandia;2021;0
24 León;Francia;2022;36
24 León;Francia;2021;31
24 León;Irlanda;2022;10
24 León;Irlanda;2021;5
24 León;Italia;2022;66
24 León;Italia;2021;60
24 León;Países Bajos;2022;8
24 León;Países Bajos;2021;13
24 León;Polonia;2022;7
24 León;Polonia;2021;7
24 León;Portugal;2022;128
24 León;Portugal;2021;108
24 León;Alemania;2022;27
24 León;Alemania;2021;18
24 León;Rumanía;2022;151
24 León;Rumanía;2021;157
24 León;Suecia;2022;1
24 León;Suecia;2021;1
24 León;Lituania;2022;2
24 León;Lituania;2021;3
24 León;Otro país de la Unión Europea sin España;2022;14
24 León;Otro país de la Unión Europea sin España;2021;26
24 León;Europa menos UE27_2020;2022;852
24 León;Europa menos UE27_2020;2021;94
24 León;Noruega;2022;1
24 León;Noruega;2021;2
24 León;Reino Unido;2022;23
24 León;Reino Unido;2021;23
24 León;Suiza;2022;4
24 León;Suiza;2021;4
24 León;Ucrania;2022;755
24 León;Ucrania;2021;26
24 León;Moldavia;2022;1
24 León;Moldavia;2021;1
24 León;Rusia;2022;36
24 León;Rusia;2021;14
24 León;Otro país del resto de Europa;2022;32
24 León;Otro país del resto de Europa;2021;24
24 León;De Africa;2022;599
24 León;De Africa;2021;571
24 León;Argelia;2022;23
24 León;Argelia;2021;13
24 León;Gambia;2022;6
24 León;Gambia;2021;11
24 León;Ghana;2022;5
24 León;Ghana;2021;0
24 León;Guinea;2022;8
24 León;Guinea;2021;7
24 León;Guinea Ecuatorial;2022;10
24 León;Guinea Ecuatorial;2021;6
24 León;Mali;2022;23
24 León;Mali;2021;49
24 León;Marruecos;2022;443
24 León;Marruecos;2021;393
24 León;Mauritania;2022;0
24 León;Mauritania;2021;4
24 León;Nigeria;2022;9
24 León;Nigeria;2021;3
24 León;Senegal;2022;23
24 León;Senegal;2021;52
24 León;Otro país de África;2022;49
24 León;Otro país de África;2021;33
24 León;América del Norte;2022;86
24 León;América del Norte;2021;87
24 León;Estados Unidos de América;2022;33
24 León;Estados Unidos de América;2021;47
24 León;México;2022;49
24 León;México;2021;34
24 León;Canadá;2022;4
24 León;Canadá;2021;6
24 León;De Centro América y Caribe;2022;396
24 León;De Centro América y Caribe;2021;289
24 León;Cuba;2022;117
24 León;Cuba;2021;52
24 León;Honduras;2022;77
24 León;Honduras;2021;50
24 León;Nicaragua;2022;27
24 León;Nicaragua;2021;17
24 León;República Dominicana;2022;140
24 León;República Dominicana;2021;132
24 León;Otro país de Centro América y Caribe;2022;35
24 León;Otro país de Centro América y Caribe;2021;38
24 León;De Sudamérica;2022;2.131
24 León;De Sudamérica;2021;946
24 León;Argentina;2022;99
24 León;Argentina;2021;61
24 León;Bolivia;2022;11
24 León;Bolivia;2021;12
24 León;Brasil;2022;112
24 León;Brasil;2021;100
24 León;Colombia;2022;1.128
24 León;Colombia;2021;397
24 León;Chile;2022;27
24 León;Chile;2021;18
24 León;Ecuador;2022;49
24 León;Ecuador;2021;32
24 León;Paraguay;2022;106
24 León;Paraguay;2021;48
24 León;Perú;2022;184
24 León;Perú;2021;69
24 León;Uruguay;2022;10
24 León;Uruguay;2021;5
24 León;Venezuela;2022;405
24 León;Venezuela;2021;204
24 León;Otro país de Sudamérica;2022;0
24 León;Otro país de Sudamérica;2021;0
24 León;De Asia;2022;173
24 León;De Asia;2021;171
24 León;Bangladesh;2022;2
24 León;Bangladesh;2021;2
24 León;China;2022;34
24 León;China;2021;54
24 León;Filipinas;2022;0
24 León;Filipinas;2021;3
24 León;India;2022;22
24 León;India;2021;7
24 León;Pakistán;2022;25
24 León;Pakistán;2021;31
24 León;Otro país de Asia;2022;90
24 León;Otro país de Asia;2021;74
24 León;De Oceanía;2022;9
24 León;De Oceanía;2021;2
24 León;Apátridas;2022;0
24 León;Apátridas;2021;3
34 Palencia;Total;2022;2.063
34 Palencia;Total;2021;1.099
34 Palencia;Española;2022;208
34 Palencia;Española;2021;226
34 Palencia;UE27_2020 sin España;2022;155
34 Palencia;UE27_2020 sin España;2021;126
34 Palencia;Bélgica;2022;1
34 Palencia;Bélgica;2021;1
34 Palencia;Bulgaria;2022;28
34 Palencia;Bulgaria;2021;23
34 Palencia;Dinamarca;2022;1
34 Palencia;Dinamarca;2021;0
34 Palencia;Finlandia;2022;0
34 Palencia;Finlandia;2021;0
34 Palencia;Francia;2022;8
34 Palencia;Francia;2021;5
34 Palencia;Irlanda;2022;3
34 Palencia;Irlanda;2021;3
34 Palencia;Italia;2022;32
34 Palencia;Italia;2021;22
34 Palencia;Países Bajos;2022;6
34 Palencia;Países Bajos;2021;1
34 Palencia;Polonia;2022;2
34 Palencia;Polonia;2021;2
34 Palencia;Portugal;2022;14
34 Palencia;Portugal;2021;15
34 Palencia;Alemania;2022;5
34 Palencia;Alemania;2021;0
34 Palencia;Rumanía;2022;43
34 Palencia;Rumanía;2021;45
34 Palencia;Suecia;2022;0
34 Palencia;Suecia;2021;0
34 Palencia;Lituania;2022;0
34 Palencia;Lituania;2021;0
34 Palencia;Otro país de la Unión Europea sin España;2022;12
34 Palencia;Otro país de la Unión Europea sin España;2021;9
34 Palencia;Europa menos UE27_2020;2022;349
34 Palencia;Europa menos UE27_2020;2021;29
34 Palencia;Noruega;2022;0
34 Palencia;Noruega;2021;0
34 Palencia;Reino Unido;2022;7
34 Palencia;Reino Unido;2021;8
34 Palencia;Suiza;2022;0
34 Palencia;Suiza;2021;0
34 Palencia;Ucrania;2022;324
34 Palencia;Ucrania;2021;12
34 Palencia;Moldavia;2022;2
34 Palencia;Moldavia;2021;2
34 Palencia;Rusia;2022;9
34 Palencia;Rusia;2021;6
34 Palencia;Otro país del resto de Europa;2022;7
34 Palencia;Otro país del resto de Europa;2021;1
34 Palencia;De Africa;2022;237
34 Palencia;De Africa;2021;244
34 Palencia;Argelia;2022;10
34 Palencia;Argelia;2021;9
34 Palencia;Gambia;2022;0
34 Palencia;Gambia;2021;0
34 Palencia;Ghana;2022;1
34 Palencia;Ghana;2021;2
34 Palencia;Guinea;2022;0
34 Palencia;Guinea;2021;1
34 Palencia;Guinea Ecuatorial;2022;1
34 Palencia;Guinea Ecuatorial;2021;0
34 Palencia;Mali;2022;4
34 Palencia;Mali;2021;9
34 Palencia;Marruecos;2022;199
34 Palencia;Marruecos;2021;198
34 Palencia;Mauritania;2022;0
34 Palencia;Mauritania;2021;0
34 Palencia;Nigeria;2022;4
34 Palencia;Nigeria;2021;1
34 Palencia;Senegal;2022;11
34 Palencia;Senegal;2021;12
34 Palencia;Otro país de África;2022;7
34 Palencia;Otro país de África;2021;12
34 Palencia;América del Norte;2022;29
34 Palencia;América del Norte;2021;22
34 Palencia;Estados Unidos de América;2022;15
34 Palencia;Estados Unidos de América;2021;13
34 Palencia;México;2022;14
34 Palencia;México;2021;9
34 Palencia;Canadá;2022;0
34 Palencia;Canadá;2021;0
34 Palencia;De Centro América y Caribe;2022;101
34 Palencia;De Centro América y Caribe;2021;61
34 Palencia;Cuba;2022;28
34 Palencia;Cuba;2021;11
34 Palencia;Honduras;2022;31
34 Palencia;Honduras;2021;17
34 Palencia;Nicaragua;2022;14
34 Palencia;Nicaragua;2021;3
34 Palencia;República Dominicana;2022;20
34 Palencia;República Dominicana;2021;18
34 Palencia;Otro país de Centro América y Caribe;2022;8
34 Palencia;Otro país de Centro América y Caribe;2021;12
34 Palencia;De Sudamérica;2022;942
34 Palencia;De Sudamérica;2021;329
34 Palencia;Argentina;2022;33
34 Palencia;Argentina;2021;23
34 Palencia;Bolivia;2022;5
34 Palencia;Bolivia;2021;4
34 Palencia;Brasil;2022;42
34 Palencia;Brasil;2021;28
34 Palencia;Colombia;2022;347
34 Palencia;Colombia;2021;116
34 Palencia;Chile;2022;6
34 Palencia;Chile;2021;1
34 Palencia;Ecuador;2022;15
34 Palencia;Ecuador;2021;4
34 Palencia;Paraguay;2022;68
34 Palencia;Paraguay;2021;25
34 Palencia;Perú;2022;267
34 Palencia;Perú;2021;86
34 Palencia;Uruguay;2022;2
34 Palencia;Uruguay;2021;2
34 Palencia;Venezuela;2022;157
34 Palencia;Venezuela;2021;40
34 Palencia;Otro país de Sudamérica;2022;0
34 Palencia;Otro país de Sudamérica;2021;0
34 Palencia;De Asia;2022;40
34 Palencia;De Asia;2021;58
34 Palencia;Bangladesh;2022;0
34 Palencia;Bangladesh;2021;1
34 Palencia;China;2022;6
34 Palencia;China;2021;10
34 Palencia;Filipinas;2022;0
34 Palencia;Filipinas;2021;2
34 Palencia;India;2022;2
34 Palencia;India;2021;3
34 Palencia;Pakistán;2022;11
34 Palencia;Pakistán;2021;13
34 Palencia;Otro país de Asia;2022;21
34 Palencia;Otro país de Asia;2021;29
34 Palencia;De Oceanía;2022;2
34 Palencia;De Oceanía;2021;3
34 Palencia;Apátridas;2022;0
34 Palencia;Apátridas;2021;1
37 Salamanca;Total;2022;5.545
37 Salamanca;Total;2021;3.783
37 Salamanca;Española;2022;705
37 Salamanca;Española;2021;772
37 Salamanca;UE27_2020 sin España;2022;565
37 Salamanca;UE27_2020 sin España;2021;597
37 Salamanca;Bélgica;2022;5
37 Salamanca;Bélgica;2021;3
37 Salamanca;Bulgaria;2022;35
37 Salamanca;Bulgaria;2021;29
37 Salamanca;Dinamarca;2022;1
37 Salamanca;Dinamarca;2021;0
37 Salamanca;Finlandia;2022;3
37 Salamanca;Finlandia;2021;0
37 Salamanca;Francia;2022;39
37 Salamanca;Francia;2021;51
37 Salamanca;Irlanda;2022;7
37 Salamanca;Irlanda;2021;7
37 Salamanca;Italia;2022;95
37 Salamanca;Italia;2021;106
37 Salamanca;Países Bajos;2022;11
37 Salamanca;Países Bajos;2021;14
37 Salamanca;Polonia;2022;13
37 Salamanca;Polonia;2021;5
37 Salamanca;Portugal;2022;166
37 Salamanca;Portugal;2021;214
37 Salamanca;Alemania;2022;31
37 Salamanca;Alemania;2021;23
37 Salamanca;Rumanía;2022;141
37 Salamanca;Rumanía;2021;131
37 Salamanca;Suecia;2022;6
37 Salamanca;Suecia;2021;1
37 Salamanca;Lituania;2022;0
37 Salamanca;Lituania;2021;0
37 Salamanca;Otro país de la Unión Europea sin España;2022;12
37 Salamanca;Otro país de la Unión Europea sin España;2021;13
37 Salamanca;Europa menos UE27_2020;2022;665
37 Salamanca;Europa menos UE27_2020;2021;100
37 Salamanca;Noruega;2022;1
37 Salamanca;Noruega;2021;1
37 Salamanca;Reino Unido;2022;19
37 Salamanca;Reino Unido;2021;28
37 Salamanca;Suiza;2022;2
37 Salamanca;Suiza;2021;3
37 Salamanca;Ucrania;2022;596
37 Salamanca;Ucrania;2021;27
37 Salamanca;Moldavia;2022;1
37 Salamanca;Moldavia;2021;8
37 Salamanca;Rusia;2022;27
37 Salamanca;Rusia;2021;10
37 Salamanca;Otro país del resto de Europa;2022;19
37 Salamanca;Otro país del resto de Europa;2021;23
37 Salamanca;De Africa;2022;426
37 Salamanca;De Africa;2021;483
37 Salamanca;Argelia;2022;24
37 Salamanca;Argelia;2021;20
37 Salamanca;Gambia;2022;2
37 Salamanca;Gambia;2021;0
37 Salamanca;Ghana;2022;5
37 Salamanca;Ghana;2021;3
37 Salamanca;Guinea;2022;7
37 Salamanca;Guinea;2021;12
37 Salamanca;Guinea Ecuatorial;2022;24
37 Salamanca;Guinea Ecuatorial;2021;34
37 Salamanca;Mali;2022;21
37 Salamanca;Mali;2021;47
37 Salamanca;Marruecos;2022;238
